table,column
offer_offerassignmentemailsentrecord,email_type
offer_offerassignmentemailtemplates,id
offer_offerassignmentemailtemplates,created
offer_offerassignmentemailtemplates,modified
offer_offerassignmentemailtemplates,enterprise_customer
offer_offerassignmentemailtemplates,email_type
offer_offerassignmentemailtemplates,active
offer_offerassignmentemailtemplates,name
offer_offerusageemail,id
offer_offerusageemail,created
offer_offerusageemail,modified
offer_offerusageemail,offer_email_metadata
offer_offerusageemail,offer_id
offer_range,id
offer_range,name
offer_range,slug
offer_range,description
offer_range,is_public
offer_range,includes_all_products
offer_range,date_created
offer_range_classes,id
offer_range_classes,range_id
offer_range_classes,productclass_id
offer_range_excluded_products,id
offer_range_excluded_products,range_id
offer_range_excluded_products,product_id
offer_range_included_categories,id
offer_range_included_categories,range_id
offer_range_included_categories,category_id
offer_rangeproduct,id
offer_rangeproduct,display_order
offer_rangeproduct,product_id
offer_rangeproduct,range_id
offer_rangeproductfileupload,id
offer_rangeproductfileupload,filepath
offer_rangeproductfileupload,size
offer_rangeproductfileupload,date_uploaded
offer_rangeproductfileupload,status
offer_rangeproductfileupload,error_message
offer_rangeproductfileupload,range_id
offer_rangeproductfileupload,uploaded_by_id
offer_templatefileattachment,id
offer_templatefileattachment,name
offer_templatefileattachment,size
offer_templatefileattachment,url
offer_templatefileattachment,template_id
order_billingaddress,id
order_billingaddress,title
order_billingaddress,first_name
order_billingaddress,last_name
order_billingaddress,line1
order_billingaddress,line2
order_billingaddress,line3
order_billingaddress,line4
order_billingaddress,state
order_billingaddress,postcode
order_billingaddress,search_text
order_billingaddress,country_id
order_communicationevent,id
order_communicationevent,date_created
order_communicationevent,event_type_id
order_communicationevent,order_id
order_line,id
order_line,partner_name
order_line,partner_sku
order_line,partner_line_reference
order_line,partner_line_notes
order_line,title
order_line,quantity
order_line,line_price_incl_tax
order_line,line_price_excl_tax
order_line,line_price_before_discounts_incl_tax
order_line,line_price_before_discounts_excl_tax
order_line,status
order_line,order_id
order_lineattribute,id
order_lineattribute,type
order_lineattribute,value
order_lineattribute,line_id
order_lineprice,id
order_lineprice,quantity
order_lineprice,price_incl_tax
order_lineprice,price_excl_tax
order_lineprice,shipping_incl_tax
order_lineprice,shipping_excl_tax
order_lineprice,line_id
order_lineprice,order_id
order_markordersstatuscompleteconfig,id
order_markordersstatuscompleteconfig,change_date
order_markordersstatuscompleteconfig,enabled
order_markordersstatuscompleteconfig,txt_file
order_order,id
order_order,number
order_order,currency
order_order,total_incl_tax
order_order,total_excl_tax
order_order,shipping_incl_tax
order_order,shipping_excl_tax
order_order,shipping_method
order_order,shipping_code
order_order,status
order_order,guest_email
order_order,date_placed
order_orderdiscount,id
order_orderdiscount,category
order_orderdiscount,offer_name
order_orderdiscount,voucher_code
order_orderdiscount,amount
order_orderdiscount,message
order_orderdiscount,order_id
order_ordernote,id
order_ordernote,note_type
order_ordernote,message
order_ordernote,date_created
order_ordernote,date_updated
order_ordernote,order_id
order_orderstatuschange,id
order_orderstatuschange,old_status
order_orderstatuschange,new_status
order_orderstatuschange,date_created
order_orderstatuschange,order_id
order_paymentevent,id
order_paymentevent,amount
order_paymentevent,reference
order_paymentevent,date_created
order_paymentevent,event_type_id
order_paymentevent,order_id
order_paymenteventquantity,id
order_paymenteventquantity,quantity
